countryName,exchg,purpose,date1,holdID,intervalIdent,marketCap1,marketCap20,marketCapRange,propertyName,Rank,reportDate,reportingComp,significantInterval,stage,surfaceUnder,date20,within21,gainPercent,change
Canada,BGM-TVX,Exploration,0.36,IM-17-044,866916,115.87,292.93,>100,Cariboo,2,3/28/2017,Barkerville Gold Mines Ltd.,Yes,Prefeas/Scoping,Surface,0.88,FALSE,148,increase
Canada,BGM-TVX,Extension,0.33,IM-17-040,861104,106.23,174.08,>100,Cariboo,21,3/21/2017,Barkerville Gold Mines Ltd.,Yes,Prefeas/Scoping,Surface,0.52,FALSE,60,increase
Canada,BGM-TVX,Extension,0.34,IM-17-027,860374,110.32,173.4,>100,Cariboo,24,3/16/2017,Barkerville Gold Mines Ltd.,Yes,Prefeas/Scoping,Surface,0.52,FALSE,54,increase
Australia,BCN-ASX,Exploration,0.01,JD17C10,839257,13.57,29.87,>10 - 100,Jaurdi,4,1/31/2017,Beacon Minerals Limited,Yes,Target Outline,Surface,0.02,FALSE,120,increase
Canada,FF-TSX,Extension,0.61,PC-16-306,810489,310.7,415.29,>100,Pickle Crow,51,2/3/2017,First Mining Finance Corp.,No,Reserves Development,Surface,0.82,FALSE,32,increase
Canada,OSK-TSX,Extension,1.95,OSK-W-16-743,788673,315.67,415.01,>100,Windfall Lake,52,1/5/2017,Osisko Mining Inc.,Yes,Prefeas/Scoping,Surface,2.58,FALSE,32,increase
Canada,HRT-TSX,Extension,0.28,WZ-17-52,847063,121.73,162.56,>100,Sugar Zone,55,2/22/2017,Harte Gold Corporation,Yes,Prefeas/Scoping,Surface,0.37,FALSE,32,increase
USA,GSV-TVX,Extension,2.18,DS16-18,799129,482.55,635.93,>100,Railroad-Pinion,56,1/19/2017,Gold Standard Ventures Corporation,Yes,Reserves Development,Surface,2.87,FALSE,31,increase
Canada,WDO-TSX,Extension,2.14,6143,812509,278.98,367.8,>100,Kiena,57,2/8/2017,Wesdome Gold Mines Limited,Yes,Operating,Underground,2.82,FALSE,31,increase
Canada,OSK-TSX,Extension,2.01,OSK-W-16-760,792254,325.11,416.01,>100,Windfall Lake,67,1/11/2017,Osisko Mining Inc.,Yes,Prefeas/Scoping,Surface,2.59,FALSE,28,increase
Canada,FF-TSX,Metallurgical,0.62,PM-DH-02,811427,315.17,407.59,>100,Springpole,69,2/6/2017,First Mining Finance Corp.,Yes,Prefeas/Scoping,Surface,0.8,FALSE,28,increase
USA,GSV-TVX,Extension,2.23,RR16-05,801669,493.51,630.34,>100,Railroad-Pinion,73,1/23/2017,Gold Standard Ventures Corporation,Yes,Reserves Development,Surface,2.85,FALSE,27,increase
Canada,HRT-TSX,Extension,0.4,SZ-17-143,860221,175.69,225.09,>100,Sugar Zone,76,3/16/2017,Harte Gold Corporation,Yes,Prefeas/Scoping,Surface,0.51,FALSE,26,increase
Canada,OSK-TSX,Extension,2.99,OSK-G17-331,859291,547.08,690.95,>100,Golden Bear,77,3/15/2017,Osisko Mining Inc.,Yes,Prefeas/Scoping,Surface,3.78,FALSE,0,same
Canada,OSK-TSX,Extension,2.36,OSK-BD-16-006,798180,378.81,475.31,>100,Black Dog,86,1/18/2017,Osisko Mining Inc.,No,Reserves Development,Surface,2.93,FALSE,0,same
Canada,OSK-TSX,Extension,3.3,OSK-W-17-766-W1,862844,607.74,744.34,>100,Windfall Lake,91,3/22/2017,Osisko Mining Inc.,Yes,Prefeas/Scoping,Surface,4.07,FALSE,0,same
Canada,OSK-TSX,Extension,2.4,OSK-W-16-735,802316,385.78,478.37,>100,Windfall Lake,95,1/23/2017,Osisko Mining Inc.,Yes,Prefeas/Scoping,Surface,2.95,FALSE,23,increase
Canada,OSK-TSX,Extension,2.24,OSK-G16-213X,795057,359.94,444.81,>100,Golden Bear,96,1/16/2017,Osisko Mining Inc.,Yes,Prefeas/Scoping,Surface,2.75,FALSE,0,same
Australia,MRP-ASX,Extension,0.07,BODH025,825539,23.03,50.57,>10 - 100,Boorara,5,2/14/2017,MacPhersons Resources Limited,Yes,Feasibility Started,Surface,0.16,FALSE,119,increase
Mexico,TXG-TSX,Exploration,16.58,SST-01,788478,1320.3,1590.92,>100,El Limon-Guajes,104,1/5/2017,Torex Gold Resources Inc.,Yes,Operating,Surface,19.97,FALSE,20,increase
Canada,OSK-TSX,Extension,3.45,OSK-W-16-728,873635,637.19,754.45,>100,Windfall Lake,113,3/28/2017,Osisko Mining Inc.,Yes,Prefeas/Scoping,Surface,4.12,FALSE,19,increase
Canada,AGB-TVX,Definition,0.73,FMS-17-059,860328,126.27,149.24,>100,Fifteen Mile Stream,122,3/16/2017,Atlantic Gold Corporation,Yes,Prefeas/Scoping,Surface,0.86,FALSE,18,increase
Suriname,IMG-TSX,Infill,3.83,SMDD17-077,867588,1768.13,2081.87,>100,Saramacca,126,3/29/2017,IAMGOLD Corporation,Yes,Exploration,Surface,4.48,FALSE,16,increase
Canada,AGB-TVX,Infill,0.63,CH-16-061,772414,108.54,123.75,>100,Cochrane Hill,146,1/3/2017,Atlantic Gold Corporation,No,Feasibility Started,Surface,0.71,FALSE,14,increase
Mali,RSG-ASX,Extension,1.12,SYDD446,797993,825,939.21,>100,Syama,148,1/19/2017,Resolute Mining Limited,Yes,Expansion,Underground,1.27,FALSE,13,increase
Canada,AGB-TVX,Definition,0.73,FMS-17-021,849831,127.3,144.43,>100,Fifteen Mile Stream,153,3/1/2017,Atlantic Gold Corporation,No,Prefeas/Scoping,Surface,0.83,FALSE,13,increase
Australia,GGP-AIMLSE,Exploration,0,ERC011,793116,3.45,5.95,<10,Ernest Giles,12,1/12/2017,Greatland Gold Plc,Yes,Target Outline,Surface,0,FALSE,67,increase
Canada,PG-TSX,Extension,1.96,HMP151,849745,394.76,444.27,>100,Hasaga,163,3/1/2017,Premier Gold Mines Limited,Yes,Reserves Development,Surface,2.21,FALSE,12,increase
Canada,OSK-TSX,Extension,2.59,OSK-G17-326,808920,416.01,471.76,>100,Golden Bear,164,2/1/2017,Osisko Mining Inc.,Yes,Prefeas/Scoping,Surface,2.91,FALSE,0,same
Canada,DGC-TSX,Extension,12.79,DLD-16-346,806978,2233.46,2511.5,>100,Detour Lake,165,1/30/2017,Detour Gold Corporation,Yes,Operating,Surface,14.39,FALSE,12,increase
Ghana,GSS-US,Infill,0.75,BS16DD013,851230,280.13,315.98,>100,Wassa,167,3/6/2017,Golden Star Resources Limited,Yes,Operating,Underground,0.84,FALSE,12,increase
Canada,BGM-TVX,Extension,0.33,BGM-16-587,788581,106.49,119.33,>100,Cariboo,175,1/5/2017,Barkerville Gold Mines Ltd.,Yes,Prefeas/Scoping,Surface,0.37,FALSE,12,increase
Ghana,AKG-TSX,Infill,2.33,AKPC17-016,852937,469.44,528.63,>100,Asanko,179,3/8/2017,Asanko Gold Inc.,No,Expansion,Surface,2.6,FALSE,11,increase
Canada,RIC-TSX,Extension,7.02,MH4-4B,868844,444.07,487.87,>100,Island,199,3/30/2017,Richmont Mines Incorporated,Yes,Expansion,Surface,7.71,FALSE,9,increase
Canada,VIT-TVX,Exploration,0.44,VBW13-02C,799074,219.08,241.31,>100,Dublin Gulch,201,1/19/2017,Victoria Gold Corp.,Yes,Feasibility Complete,Surface,0.48,FALSE,9,increase
Mexico,GORO-US,Extension,5.38,516148,807735,305.8,334.79,>100,El Aguila,204,2/1/2017,Gold Resource Corporation,Yes,Operating,Underground,5.89,FALSE,9,increase
Canada,KDX-TSX,Extension,5.19,32-16-005,803108,908.79,991.48,>100,True North,209,1/24/2017,Klondex Mines Ltd.,Yes,Limited Production,Underground,5.66,FALSE,9,increase
Australia,BLK-ASX,Extension,0.34,WURC0135,772587,97.04,161.56,>10 - 100,Matilda,13,1/4/2017,Blackham Resources Limited,Yes,Operating,In Pit,0.57,FALSE,66,increase
New Zealand,OGC-TSX,Extension,2.98,GT1035,868595,1827.14,1988.37,>100,Waihi,222,3/30/2017,OceanaGold Corporation,Yes,Operating,Surface,3.24,FALSE,8,increase
USA,OGC-TSX,Extension,2.98,DDH0584,868515,1827.14,1988.37,>100,Haile,222,3/30/2017,OceanaGold Corporation,Yes,Operating,Surface,3.24,FALSE,8,increase
New Zealand,OGC-TSX,Extension,2.98,RCH6341,868645,1827.14,1988.37,>100,Macraes Flat,222,3/30/2017,OceanaGold Corporation,Yes,Operating,Surface,3.24,FALSE,8,increase
USA,NCA-TSX,Extension,0.57,CMM-128,811491,104.51,112.12,>100,Castle Mountain,232,2/6/2017,NewCastle Gold Ltd.,Yes,Prefeas/Scoping,Surface,0.61,FALSE,7,increase
Canada,AGB-TVX,Extension,0.7,CH-16-064,791843,120.77,127.82,>100,Cochrane Hill,249,1/11/2017,Atlantic Gold Corporation,Yes,Feasibility Started,Surface,0.74,FALSE,5,increase
USA,MAX-TSX,Extension,0.65,MGI-16-417,801663,116.13,122.55,>100,Stibnite,258,1/23/2017,Midas Gold Corporation,Yes,Prefeas/Scoping,In Pit,0.68,FALSE,5,increase
Senegal,TGZ-TSX,Extension,3.58,MDD16-0171,806338,384.42,401.2,>100,Sabodala,267,1/29/2017,Teranga Gold Corporation,Yes,Operating,In Pit,3.74,FALSE,4,increase
Australia,EGS-ASX,Extension,0.2,CNRC100,791012,97.79,141.65,>10 - 100,Davyhurst,30,1/10/2017,Eastern Goldfields Limited,Yes,Feasibility Started,In Pit,0.29,FALSE,44,increase
USA,MAX-TSX,Extension,0.59,MGI-17-423,869097,106.33,110.08,>100,Stibnite,280,3/30/2017,Midas Gold Corporation,Yes,Prefeas/Scoping,Surface,0.61,FALSE,3,increase
Colombia,R-TSX,Extension,0.61,SRD-0101,795752,146.55,150.79,>100,Santa Rosa,285,1/17/2017,Red Eagle Mining Corporation,Yes,Operating,Surface,0.62,FALSE,2,increase
Australia,EGS-ASX,Extension,0.2,RVRC16095,793194,99.91,139.86,>10 - 100,Davyhurst,35,1/12/2017,Eastern Goldfields Limited,Yes,Feasibility Started,Surface,0.28,FALSE,39,increase
Australia,GBR-ASX,Extension,0.09,BGP0131,792274,3.41,4.77,<10,Balagundi,37,1/12/2017,Great Boulder Resources Limited,No,Target Outline,Surface,0.13,FALSE,39,increase
Mexico,AR-TSX,Extension,1.74,17-LCRC-490,860857,304.89,314.41,>100,La Colorada,299,3/20/2017,Argonaut Gold Inc.,Yes,Operating,Surface,1.78,FALSE,1,increase
Mexico,GORO-US,Extension,5.34,516147,792917,302.07,309.21,>100,El Aguila,301,1/12/2017,Gold Resource Corporation,Yes,Operating,Underground,5.44,FALSE,1,increase
Canada,AGB-TVX,Definition,0.74,PL-16-003,805214,127.74,129.93,>100,Fifteen Mile Stream,305,1/25/2017,Atlantic Gold Corporation,Yes,Prefeas/Scoping,Surface,0.75,FALSE,1,increase
Brazil,BDR-ASX,Extension,0.24,GCRC20078,808489,252.31,294.76,>100,Tucano,307,2/2/2017,Beadell Resources Limited,Yes,Operating,Surface,0.24,FALSE,1,increase
USA,NCA-TSX,Extension,0.55,CMM-109,792949,101.02,102.49,>100,Castle Mountain,310,1/12/2017,NewCastle Gold Ltd.,Yes,Prefeas/Scoping,Surface,0.56,FALSE,1,increase
Mexico,PG-TSX,Extension,2.22,R16-133D,791694,447.07,453.1,>100,Mercedes,312,1/11/2017,Premier Gold Mines Limited,Yes,Operating,Surface,2.25,FALSE,1,increase
USA,PG-TSX,Extension,2.22,PG16-28,791713,447.07,453.1,>100,McCoy/Cove,312,1/11/2017,Premier Gold Mines Limited,Yes,Reserves Development,Surface,2.25,FALSE,1,increase
USA,PG-TSX,Definition,2.22,GB16-02,791716,447.07,453.1,>100,Goldbanks,312,1/11/2017,Premier Gold Mines Limited,No,Reserves Development,Surface,2.25,FALSE,1,increase
Canada,AGB-TVX,Definition,0.74,CH-16-103,809004,128.54,130.14,>100,Cochrane Hill,317,2/2/2017,Atlantic Gold Corporation,No,Feasibility Started,Underground,0.75,FALSE,1,increase
Canada,PRB-TVX,Definition,1.08,PC-16-100,851499,100.43,101.76,>100,Val-dOr East,323,3/6/2017,Probe Metals Inc.,Yes,Reserves Development,Surface,1.09,FALSE,0,same
USA,CTGO-US,Extension,21,TET16302,799380,102.98,102.98,>100,Tetlin,350,1/19/2017,"Contango ORE, Inc.",Yes,Reserves Development,Surface,21,FALSE,0,same
Australia,GGP-AIMLSE,Extension,0,ERC011,799430,3.62,5.43,<10,Ernest Giles,45,1/19/2017,Greatland Gold Plc,No,Target Outline,Surface,0,FALSE,35,increase
Australia,NVO-TVX,Extension,0.61,16BSDH033,799078,56.96,76.37,>10 - 100,Blue Spec Shear,50,1/18/2017,Novo Resources Corporation,Yes,Prefeas/Scoping,Surface,0.82,FALSE,34,increase
USA,KDX-TSX,Extension,5.46,FCU-0714,812818,956.45,935.44,>100,Fire Creek,412,2/8/2017,Klondex Mines Ltd.,Yes,Operating,Underground,5.34,FALSE,-2,decrease
Australia,MAU-ASX,Exploration,0.03,MMJRCD-01,839987,4.98,6.46,<10,Leonora-Laverton,59,2/17/2017,Magnetic Resources NL,No,Target Outline,Surface,0.05,FALSE,30,increase
Canada,OSK-TSX,Extension,2.98,OSK-W-16-749,836163,483.03,531.96,>100,Windfall Lake,420,2/14/2017,Osisko Mining Inc.,Yes,Prefeas/Scoping,Surface,2.91,FALSE,-2,decrease
Australia,DEG-ASX,Exploration,0.04,INRC0722,814418,6.76,8.76,<10,Indee,65,2/9/2017,De Grey Mining Limited,Yes,Closed,Surface,0.05,FALSE,29,increase
Canada,AGB-TVX,Definition,0.73,FMS-17-013,814947,126.71,122.99,>100,Fifteen Mile Stream,430,2/10/2017,Atlantic Gold Corporation,Yes,Prefeas/Scoping,Surface,0.71,FALSE,-2,decrease
Australia,HLX-ASX,Extension,0.03,HRAC018,801752,10.29,15.17,>10 - 100,Restdown,70,1/24/2017,Helix Resources Limited,Yes,Reserves Development,Surface,0.04,FALSE,28,increase
USA,GORO-US,Exploration,4.52,MGAT-005,862681,256.92,248.96,>100,Mina,436,3/23/2017,Gold Resource Corporation,Yes,Target Outline,Surface,4.38,FALSE,-3,decrease
Australia,KOR-ASX,Exploration,0.01,MGR230,814277,3.1,3.93,<10,Batchelor,75,2/10/2017,Korab Resources Limited,No,Prefeas/Scoping,Surface,0.02,FALSE,26,increase
Mexico,ALO-TSX,Infill,3.87,AP-16-253,847233,137.55,132.16,>100,Ana Paula,449,2/23/2017,Timmins Gold Corp.,Yes,Feasibility Started,In Pit,3.72,FALSE,-3,decrease
Ghana,RSG-ASX,Extension,1.09,BSDD040,861969,802.79,764.53,>100,Bibiani,459,3/23/2017,Resolute Mining Limited,Yes,Feasibility Complete,Surface,1.04,FALSE,-4,decrease
Australia,AME-ASX,Extension,0.06,AHMRC002,849795,9.3,11.65,<10,Sandstone,82,3/2/2017,Alto Metals Limited,Yes,Target Outline,Surface,0.08,FALSE,25,increase
Australia,GBR-ASX,Extension,0.11,15GYWB0004,867715,4.25,5.31,<10,Yamarna,83,3/29/2017,Great Boulder Resources Limited,No,Construction Planned,Surface,0.14,FALSE,25,increase
Canada,BGM-TVX,Definition,0.35,IM-17-016,848888,114.56,106.23,>100,Cariboo,499,2/28/2017,Barkerville Gold Mines Ltd.,Yes,Prefeas/Scoping,Surface,0.33,FALSE,-7,decrease
Australia,TMX-ASX,Extension,0.01,GWRC0131,791255,3.8,4.7,<10,Great Western,89,1/11/2017,Terrain Minerals Limited,Yes,Prefeas/Scoping,Surface,0.01,FALSE,23,increase
USA,GORO-US,Extension,4.69,GMA-084,861127,266.58,246.12,>100,Gold Mesa,508,3/21/2017,Gold Resource Corporation,Yes,Target Outline,Surface,4.33,FALSE,-7,decrease
Sweden,MND-TSX,Extension,0.66,ME6-015,806077,299.63,276.29,>100,Bjorkdal,510,1/27/2017,Mandalay Resources Corporation,Yes,Operating,Surface,0.61,FALSE,-7,decrease
Australia,BRB-ASX,Extension,0.36,BBRC0166,806674,46.61,57.33,>10 - 100,Lake Roe,94,1/31/2017,Breaker Resources NL,Yes,Target Outline,Surface,0.44,FALSE,23,increase
Canada,THO-TSX,Exploration,9.64,TW16-611,790920,3000.94,2752.4,>100,Whitney,517,1/9/2017,Tahoe Resources Inc.,Yes,Reserves Development,Underground,8.85,FALSE,-8,decrease
Canada,THO-TSX,Extension,9.64,BC875-1553,789949,3000.94,2752.4,>100,Bell Creek,517,1/9/2017,Tahoe Resources Inc.,Yes,Satellite,Underground,8.85,FALSE,-8,decrease
Canada,THO-TSX,Extension,9.64,910-208,789813,3000.94,2752.4,>100,Timmins,517,1/9/2017,Tahoe Resources Inc.,No,Operating,Underground,8.85,FALSE,-8,decrease
Peru,THO-TSX,Extension,9.64,SHA-R15-348,789720,3000.94,2752.4,>100,Shahuindo,517,1/9/2017,Tahoe Resources Inc.,Yes,Operating,Surface,8.85,FALSE,-8,decrease
Canada,THO-TSX,Extension,9.64,TH-16-145A,789895,3000.94,2752.4,>100,Gold River,517,1/9/2017,Tahoe Resources Inc.,Yes,Reserves Development,Surface,8.85,FALSE,-8,decrease
Australia,MOY-ASX,Extension,0.2,DCRD0031,800402,159.21,194.73,>100,Nullagine,99,1/23/2017,Millennium Minerals Limited,Yes,Operating,Surface,0.25,FALSE,22,increase
Mexico,AR-TSX,Extension,1.93,CI-05,847607,305.87,305.55,>100,El Castillo,548,2/23/2017,Argonaut Gold Inc.,Yes,Operating,In Pit,1.75,FALSE,-9,decrease
USA,MAX-TSX,Extension,0.67,MGI-17-421,847297,121.49,109.79,>100,Stibnite,549,2/23/2017,Midas Gold Corporation,Yes,Prefeas/Scoping,In Pit,0.61,FALSE,-9,decrease
Mexico,AMM-TSX,Extension,1.25,TU-16-487,812546,110.55,100.4,>100,Tuligtic,553,2/8/2017,Almaden Minerals Limited,Yes,Prefeas/Scoping,Surface,1.12,FALSE,-10,decrease
Australia,KIN-ASX,Extension,0.14,MT16RC009,791290,16.46,19.55,>10 - 100,Leonora,117,1/11/2017,Kin Mining NL,Yes,Feasibility Started,Surface,0.17,FALSE,18,increase
Burkina Faso,ROXG-TSX,Extension,1.21,YRM-16-DD-434,808936,448.42,402.58,>100,Yaramoko,556,2/2/2017,Roxgold Inc.,Yes,Operating,Surface,1.08,FALSE,-10,decrease
Australia,PNR-ASX,Extension,0.13,PWRC16007,788438,97.33,115.2,>10 - 100,Halls Creek,120,1/5/2017,Pantoro Limited,No,Expansion,Surface,0.15,FALSE,18,increase
Canada,BGM-TVX,Metallurgical,0.36,CM-17-002,846909,119.05,106.6,>100,Cariboo,562,2/22/2017,Barkerville Gold Mines Ltd.,No,Prefeas/Scoping,Surface,0.33,FALSE,-10,decrease
USA,GSV-TVX,Extension,2.87,PIN16-04,813414,635.93,570.6,>100,Railroad-Pinion,565,2/9/2017,Gold Standard Ventures Corporation,Yes,Reserves Development,Surface,2.56,FALSE,-10,decrease
USA,KDX-TSX,Extension,5.72,FCC-0068,847774,1003.04,892.31,>100,Fire Creek,573,2/24/2017,Klondex Mines Ltd.,Yes,Operating,Surface,5.09,FALSE,-11,decrease
Canada,GG-US,Extension,16.62,D13892,838766,14190.35,12576.65,>100,Red Lake,580,2/15/2017,Goldcorp Incorporated,Yes,Operating,Underground,14.73,FALSE,-11,decrease
Mexico,GG-US,Extension,16.62,GPI-270-16,839618,14190.35,12576.65,>100,Penasquito,580,2/15/2017,Goldcorp Incorporated,Yes,Expansion,Surface,14.73,FALSE,-11,decrease
Argentina,GG-US,Extension,16.62,MDD-16089,839383,14190.35,12576.65,>100,Cerro Negro,580,2/15/2017,Goldcorp Incorporated,Yes,Operating,Underground,14.73,FALSE,-11,decrease
Canada,GG-US,Extension,16.62,16-PQE-067,838955,14190.35,12576.65,>100,Musselwhite,580,2/15/2017,Goldcorp Incorporated,Yes,Expansion,Underground,14.73,FALSE,-11,decrease
Canada,GG-US,Extension,16.62,22677,838995,14190.35,12576.65,>100,Porcupine,580,2/15/2017,Goldcorp Incorporated,Yes,Expansion,Underground,14.73,FALSE,-11,decrease
Canada,GG-US,Infill,16.62,EST-16-01359,839065,14190.35,12576.65,>100,Eleonore,580,2/15/2017,Goldcorp Incorporated,No,Operating,Underground,14.73,FALSE,-11,decrease
Canada,GG-US,Exploration,16.62,CFR1230,839194,14190.35,12576.65,>100,Coffee,580,2/15/2017,Goldcorp Incorporated,Yes,Feasibility Complete,Surface,14.73,FALSE,-11,decrease
Canada,GG-US,Extension,16.62,BL16-1000,839019,14190.35,12576.65,>100,Borden Lake,580,2/15/2017,Goldcorp Incorporated,No,Prefeas/Scoping,Surface,14.73,FALSE,-11,decrease
Burkina Faso,BTO-TSX,Exploration,3.4,NKDD014,825563,3278.9,2908.29,>100,Kiaka,595,2/13/2017,B2Gold Corporation,Yes,Feasibility,Surface,3,FALSE,-11,decrease
Mali,BTO-TSX,Exploration,3.4,MSR_101,825583,3278.9,2908.29,>100,Fekola,595,2/13/2017,B2Gold Corporation,Yes,Construction Started,Surface,3,FALSE,-11,decrease
Mexico,AGI-TSX,Infill,8.61,16YAQ196,788754,2299.11,2023.55,>100,Mulatos,599,1/6/2017,Alamos Gold Inc.,No,Operating,Surface,7.57,FALSE,-12,decrease
Canada,GPY-TVX,Infill,1.2,3A16-082,860262,109.19,95.63,>100,3 Aces,608,3/16/2017,Golden Predator Mining Corp.,No,Target Outline,Surface,1.05,FALSE,-12,decrease
Brazil,JAG-TSX,Extension,0.55,FTS-1324,812432,168.08,146.49,>100,Turmalina,611,2/8/2017,Jaguar Mining Inc.,Yes,Operating,Underground,0.48,FALSE,-12,decrease
Australia,MBK-ASX,Extension,0.02,TDH106,849210,12.6,14.84,>10 - 100,Triumph,123,3/1/2017,Metal Bank Limited,No,Target Outline,Surface,0.02,FALSE,17,increase
USA,NCA-TSX,Extension,0.59,CMM-129,846925,108.91,92.81,>100,Castle Mountain,639,2/22/2017,NewCastle Gold Ltd.,Yes,Prefeas/Scoping,In Pit,0.51,FALSE,-14,decrease
Canada,BGM-TVX,Infill,0.37,IM-17-004,815024,121.41,103.55,>100,Cariboo,640,2/10/2017,Barkerville Gold Mines Ltd.,No,Prefeas/Scoping,Surface,0.32,FALSE,-14,decrease
Canada,AR-TSX,Extension,2.2,MA16-RC-240,792571,348.57,295.23,>100,Magino,645,1/11/2017,Argonaut Gold Inc.,Yes,Prefeas/Scoping,In Pit,1.87,FALSE,-15,decrease
Russia,K-TSX,Extension,3.94,KP16-1227,843181,4906.17,4076.15,>100,Kupol,656,2/15/2017,Kinross Gold Corporation,Yes,Operating,Surface,3.27,FALSE,-16,decrease
Russia,K-TSX,Infill,3.94,Z1-16-26,843242,4906.17,4076.15,>100,Dvoinoye,656,2/15/2017,Kinross Gold Corporation,Yes,Satellite,Surface,3.27,FALSE,-16,decrease
USA,K-TSX,Condemnation,3.94,T16-002,842757,4906.17,4076.15,>100,Bald Mountain,656,2/15/2017,Kinross Gold Corporation,Yes,Operating,Surface,3.27,FALSE,-16,decrease
USA,K-TSX,Extension,3.94,K5-16-14,843081,4906.17,4076.15,>100,Kettle River-Buckhorn,656,2/15/2017,Kinross Gold Corporation,Yes,Operating,Underground,3.27,FALSE,-16,decrease
Mauritania,K-TSX,Definition,3.94,TA14718RC,843279,4906.17,4076.15,>100,Tasiast,656,2/15/2017,Kinross Gold Corporation,Yes,Expansion,Surface,3.27,FALSE,-16,decrease
Ghana,K-TSX,Extension,3.94,CHRC2446D,843292,4906.17,4076.15,>100,Chirano,656,2/15/2017,Kinross Gold Corporation,Yes,Operating,Underground,3.27,FALSE,-16,decrease
USA,K-TSX,Definition,3.94,FFC16-1519,842930,4906.17,4076.15,>100,Fort Knox,656,2/15/2017,Kinross Gold Corporation,Yes,Operating,In Pit,3.27,FALSE,-16,decrease
Canada,GPY-TVX,Extension,1.41,3A16-068,839140,113.14,94.33,>100,3 Aces,663,2/16/2017,Golden Predator Mining Corp.,Yes,Advanced Exploration,Surface,1.17,FALSE,-16,decrease
Dominican Republic,GQC-TVX,Extension,0.4,TIR-16-12,868855,100.52,83.09,>100,Tireo,667,3/30/2017,GoldQuest Mining Corporation,No,Prefeas/Scoping,Surface,0.33,FALSE,-17,decrease
Australia,RND-ASX,Exploration,1.32,KWRB16056,807089,79.57,92.4,>10 - 100,East Kundana,134,1/31/2017,Rand Mining Limited,No,Operating,Surface,1.54,FALSE,16,increase
Senegal,TGZ-TSX,Extension,3.82,MDD17-242,848319,409.64,329.22,>100,Sabodala,693,2/27/2017,Teranga Gold Corporation,Yes,Operating,Surface,3.07,FALSE,-19,decrease
Suriname,IMG-TSX,Exploration,4.85,SMDD16-053,835136,2200.64,1747.76,>100,Saramacca,703,2/13/2017,IAMGOLD Corporation,Yes,Exploration,Surface,3.79,FALSE,-21,decrease
Mexico,TXG-TSX,Extension,24.17,SST-15,825079,1925.58,1503.24,>100,El Limon-Guajes,704,2/13/2017,Torex Gold Resources Inc.,Yes,Operating,In Pit,18.85,FALSE,-22,decrease
Australia,AYR-ASX,Extension,0.01,HWAC1144,794721,5.8,6.69,<10,Horse Well,139,1/16/2017,Alloy Resources Limited,No,Reserves Development,Surface,0.01,FALSE,15,increase
Australia,RNX-TSX,Extension,0.21,WF16-016,796798,59.18,68.23,>10 - 100,Beta Hunt,141,1/18/2017,RNC Minerals,Yes,Operating,Surface,0.25,FALSE,15,increase
Canada,YRI-TSX,Extension,3.35,ODY14-2492,874765,3172.22,2358.49,>100,Canadian Malartic,721,2/16/2017,Yamana Gold Inc.,Yes,Operating,Underground,2.49,FALSE,-25,decrease
Chile,YRI-TSX,Exploration,3.49,CLDFDH0018,835573,3304.61,2398.05,>100,Minera Florida,730,2/14/2017,Yamana Gold Inc.,Yes,Operating,Surface,2.53,FALSE,-27,decrease
Argentina,YRI-TSX,Exploration,3.49,16QDR-1012,835634,3304.61,2398.05,>100,Gualcamayo,730,2/14/2017,Yamana Gold Inc.,Yes,Operating,In Pit,2.53,FALSE,-27,decrease
Chile,YRI-TSX,Infill,3.49,UER0121,835504,3304.61,2398.05,>100,El Penon,730,2/14/2017,Yamana Gold Inc.,No,Operating,Surface,2.53,FALSE,-27,decrease
Australia,DEG-ASX,Extension,0.03,BGRC149,791576,5.88,6.71,<10,Turner River Gold,145,1/11/2017,De Grey Mining Limited,Yes,Reserves Development,Surface,0.04,FALSE,14,increase
Sweden,BME-TVX,Exploration,1.12,SKI16013,813503,119.84,71.92,>100,Barsele,752,2/9/2017,Barsele Minerals Corp.,Yes,Reserves Development,Surface,0.67,FALSE,-39,decrease
Australia,GCY-ASX,Extension,0.39,DGRC237,789770,99.71,113.27,>10 - 100,Dalgaranga,150,1/10/2017,Gascoyne Resources Limited,No,Feasibility Complete,Surface,0.44,FALSE,13,increase
Australia,MOY-ASX,Extension,0.22,FMX1314,802883,171.83,194.3,>100,Nullagine,155,1/25/2017,Millennium Minerals Limited,Yes,Operating,Surface,0.25,FALSE,13,increase
Canada,GPY-TVX,Extension,0.58,3A16-032,799903,44.58,93.26,>10 - 100,3 Aces,7,1/19/2017,Golden Predator Mining Corp.,Yes,Advanced Exploration,Surface,1.22,FALSE,109,increase
Australia,AAR-ASX,Exploration,0.01,FVA067,807085,3.07,3.46,<10,Feysville,157,1/31/2017,Anglo Australian Resources NL,Yes,Target Outline,Surface,0.02,FALSE,12,increase
Brazil,BBX-ASX,Metallurgical,0.04,JED-006,848837,11.82,19.58,>10 - 100,Juma East,15,2/28/2017,BBX Minerals Limited,Yes,Target Outline,Surface,0.06,FALSE,65,increase
Mali,OKU-ASX,Extension,0.15,RCDK017-098,850568,36.58,59.04,>10 - 100,Dandoko,19,3/3/2017,Oklo Resources Limited,Yes,Target Outline,Surface,0.24,FALSE,61,increase
