Property Name ,Interval Identifier ,Property ID ,Country Name ,Primary Commodity ,Hole ID ,Reported Date (mm/dd/yyyy),Primary Interval Commodity ,Reporting Company ,Reporting Company ID ,Stage (At Time of Ann.) ,Significant Interval? Yes/No,Surface or Underground? ,Exploration Purpose ,Exchg,From (Date -1),To (Date + 20),Market Cap Range,"Market Cap ($M) (From, date -1)","Market Cap ($M) (To, date + 20)",Gain,within 21 d?,Rank,Relevant asterisk/ footnote,New Rank,Notes
Unkur,839096,77290,Russia,Copper,AM-002,2/16/2017,Copper,Azarga Metals Corp.,4350081,Reserves Development,No,Surface,Extension,AZR-TVX,0.19,0.19,<10,8.93,9.03,1.10%,FALSE,320,,,
Chester,791214,32761,Canada,Copper,1571-16-003,1/10/2017,Copper,Explor Resources Inc.,4350107,Reserves Development,No,Surface,Extension,EXS-TVX,0.06,0.06,<10,9.06,9.15,0.93%,FALSE,325,,,
Kantienpan,803090,77900,South Africa,Zinc,OKND016,1/25/2017,Zinc,Orion Gold NL,4353093,Exploration,No,Surface,Extension,ORN-ASX,0.01,0.01,<10,9.28,9.37,0.90%,FALSE,327,,,
Los Domos,850777,78163,Chile,Gold,LD00356,3/3/2017,Silver,Equus Mining Limited,4348979,Exploration,No,Surface,Extension,EQE-ASX,0.01,0.01,<10,5.27,5.32,0.89%,FALSE,328,,,
Edie Creek,812176,29842,Papua New Guinea,Gold,EDD 024,2/8/2017,Gold,Niuminco Group Limited,4352830,Operating,Yes,Surface,Extension,NIU-ASX,0,0,<10,6.98,7.04,0.82%,FALSE,330,,,
Lake George,862710,67806,Canada,Tungsten,LG-16-03,3/23/2017,Tungsten,Goldstar Minerals Inc.,4350635,Target Outline,Yes,Surface,Exploration,GDM-TVX,0.03,0.03,<10,1.28,1.29,0.60%,FALSE,332,,,
Mount Garnet,859255,29864,Australia,Tin,GTD243,3/8/2017,Zinc,Consolidated Tin Mines Limited,4349458,Feasibility Started,Yes,Surface,Extension,CSD-ASX,0.02,0.02,<10,5.32,5.35,0.56%,FALSE,334,,,
Yandal,868342,34262,Australia,Gold,EWAC0053,3/30/2017,Gold,Echo Resources Limited,4349883,Feasibility Complete,Yes,In Pit,Extension,EAR-ASX,0.14,0.12,>10 - 100,52.49,45.89,-12.56%,FALSE,606,,,
Carlow Castle,864356,32190,Australia,Gold,ARC008,3/27/2017,Cobalt,Artemis Resources Limited,4348189,Reserves Development,Yes,Surface,Extension,ARV-ASX,0.08,0.07,>10 - 100,22.31,19.57,-12.79%,FALSE,609,,,
Los Andes,862609,52434,Nicaragua,Gold,QZP-002,3/16/2017,Copper,Royal Road Minerals Limited,4366922,Target Outline,No,Surface,Exploration,RYR-TVX,0.07,0.07,<10,6.87,8.5,0.28%,FALSE,342,,,
La Loutre,851996,65199,Canada,Graphite,LL-16-007,3/7/2017,Graphite,Lomiko Metals Inc.,4351888,Prefeas/Scoping,No,Surface,Infill,LMR-TVX,0.21,0.21,<10,3.9,3.91,0.21%,FALSE,346,,,
Clayton Valley,867038,77553,USA,Lithium,CVZ-33,3/29/2017,Lithium,Noram Ventures Inc.,4363772,Target Outline,No,Surface,Exploration,NRM-TVX,0.03,0.03,<10,4.79,4.8,0.10%,FALSE,347,,,
East-West,812972,50783,Canada,Gold,6146,2/8/2017,Gold,Knick Exploration Inc.,4351646,Target Outline,Yes,Surface,Extension,KNX-TVX,0.05,0.05,<10,5.07,5.05,-0.39%,FALSE,365,,,
Alder Mountain,799609,77447,USA,Gold,SURDH#6,1/19/2017,Gold,Transatlantic Mining Corporation,4348124,Commissioning,Yes,Surface,Extension,TCO-TVX,0.27,0.27,<10,5.76,5.72,-0.64%,FALSE,370,,,
Laguna Salada,799223,35032,Argentina,U3O8,16829,1/19/2017,U3O8,U3O8 Corp.,4355045,Prefeas/Scoping,No,Surface,Extension,UWE-TSX,0.03,0.03,<10,9.87,9.9,-0.64%,FALSE,372,,,
Woodlark Island,859321,29094,Papua New Guinea,Gold,KU17RD004,3/16/2017,Gold,Kula Gold Limited,4361895,Feasibility Complete,Yes,Surface,Extension,KGD-ASX,0.02,0.02,<10,6.34,6.3,-0.64%,FALSE,373,,,
Spring Creek,798773,36154,Australia,Copper,K1RC001,1/17/2017,Cobalt,Archer Exploration Limited,4348125,Target Outline,No,Surface,Exploration,AXE-ASX,0.05,0.05,<10,6.01,5.97,-0.68%,FALSE,374,,,
Redcliffe,789172,34665,Australia,Gold,NBDD002,1/10/2017,Gold,NTM Gold Limited,4352907,Feasibility Started,Yes,In Pit,Extension,NTM-ASX,0.05,0.05,>10 - 100,13.32,11.61,-12.81%,FALSE,610,,,
Ocros,849926,36149,Peru,Copper,DDH-001,3/1/2017,Gold,Condor Resources Inc.,4349419,Target Outline,No,Surface,Exploration,CN-TVX,0.07,0.07,<10,6.71,6.65,-0.86%,FALSE,379,,,
Gowganda,849828,63388,Canada,Gold,TMH-17-023,3/1/2017,Gold,Transition Metals Corp.,4367055,Exploration,No,Surface,Exploration,XTM-TVX,0.14,0.14,<10,4.6,4.56,-0.86%,FALSE,381,,,
Toral,850934,27168,Spain,Zinc,LM54 23,2/23/2017,Lead,Ferrum Crescent Limited,4350180,Feasibility,No,Underground,Exploration,FCR-ASX,0,0,<10,4.94,4.89,-1.18%,FALSE,386,,,
Los Domos,870721,78163,Chile,Gold,LD00400,3/31/2017,Silver,Equus Mining Limited,4348979,Exploration,No,Surface,Exploration,EQE-ASX,0.01,0.01,<10,5.33,5.23,-1.77%,FALSE,397,,,
Clayton Valley,848972,77553,USA,Lithium,CVZ-14,2/28/2017,Lithium,Noram Ventures Inc.,4363772,Target Outline,No,Surface,Exploration,NRM-TVX,0.04,0.04,<10,5.99,5.87,-1.95%,FALSE,403,,,
Binduli North,811662,29406,Australia,Gold,JFRC1608,2/7/2017,Gold,Intermin Resources Limited,4351260,Preproduction,Yes,Surface,Extension,IRC-ASX,0.08,0.07,>10 - 100,16.66,14.48,-13.07%,FALSE,615,,,
Triumph,865046,51016,Australia,Gold,MB_DR2_.3.27.2017,3/22/2017,Gold,Metal Bank Limited,4362686,Target Outline,Yes,Surface,Exploration,MBK-ASX,0.02,0.02,>10 - 100,14.84,12.78,-13.86%,FALSE,622,,,
Snow Lake,836229,36005,Canada,Copper,TB-017,2/16/2017,Gold,Rockcliff Copper Corporation,4354421,Reserves Development,Yes,Surface,Extension,RCU-TVX,0.07,0.07,<10,9.89,9.61,-2.79%,FALSE,428,,,
Cooks Creek,811455,57508,USA,Gold,CC16-8A,2/6/2017,Gold,NV Gold Corporation,4352976,Exploration,No,Surface,Exploration,NVX-TVX,0.16,0.15,<10,3.68,3.57,-3.18%,FALSE,438,,,
Warrawoona,789236,30388,Australia,Gold,KKC008,1/9/2017,Gold,Keras Resources Plc,4350172,Reserves Development,Yes,Surface,Extension,KRS-AIMLSE,0.01,0.01,<10,8.92,8.54,-14.43%,FALSE,633,,,
La Loutre,796609,65199,Canada,Graphite,LL-16-003,1/17/2017,Graphite,Lomiko Metals Inc.,4351888,Prefeas/Scoping,Yes,Surface,Infill,LMR-TVX,0.21,0.2,<10,3.83,3.7,-3.57%,FALSE,444,,,
Waddikee,848796,55514,Australia,Manganese,PRC004,2/22/2017,Cobalt,Archer Exploration Limited,4348125,Exploration,No,Surface,Extension,AXE-ASX,0.06,0.06,<10,6.51,7.8,-3.76%,FALSE,447,,,
Garsay,791068,76314,Burkina Faso,Gold,GSRAB15-10,1/9/2017,Gold,Parallel Mining Corp.,4364320,Target Outline,Yes,Surface,Exploration,PAL-TVX,0.07,0.07,<10,2.17,2.06,-4.66%,FALSE,457,,,
La Golondrina,791156,34388,Colombia,Gold,GOL-16-02,1/9/2017,Gold,Royal Road Minerals Limited,4366922,Target Outline,No,Surface,Extension,RYR-TVX,0.07,0.07,<10,4.79,4.57,-4.66%,FALSE,457,,,
Mexican Hat,866890,27183,USA,Gold,GMV 2016-11,3/28/2017,Gold,GMV Minerals Inc.,4360051,Reserves Development,No,Surface,Extension,GMV-TVX,0.27,0.26,<10,8.72,8.3,-4.82%,FALSE,460,,,
Brett,853987,51032,Canada,Gold,2016-1,3/9/2017,Gold,Ximen Mining Corp.,4349936,Target Outline,No,Surface,Extension,XIM-TVX,0.07,0.06,<10,4.87,4.63,-4.99%,FALSE,464,,,
Bulago,863850,37447,Papua New Guinea,Gold,BUL002,3/24/2017,Copper,Frontier Resources Limited,4350285,Target Outline,No,Surface,Exploration,FNT-ASX,0.04,0.03,<10,2.48,2.35,-5.10%,FALSE,467,,,
Hawsons,794594,37570,Australia,Iron Ore,RC16BRP073,1/16/2017,Iron Ore,Carpentaria Exploration Limited,4242080,Feasibility Started,Yes,Surface,Extension,CAP-ASX,0.05,0.05,<10,7.88,7.69,-5.39%,FALSE,475,,,
Jersey-Emerald,839168,30201,Canada,Molybdenum,E1602,2/15/2017,Gold,Margaux Resources Limited,4529803,Reserves Development,No,Surface,Extension,MRL-TVX,0.26,0.25,<10,9.6,9.08,-5.40%,FALSE,476,,,
Rabbit North Regional,791018,67869,Canada,Gold,RN-010,1/10/2017,Copper,Tower Resources Limited,4354942,Target Outline,No,Surface,Extension,TWR-TVX,0.12,0.11,<10,7.7,7.27,-5.58%,FALSE,480,,,
Calingiri,854971,49881,Australia,Copper,17CAAC095,3/14/2017,Copper,Caravel Minerals Limited,4354269,Prefeas/Scoping,No,Surface,Extension,CVV-ASX,0.05,0.05,<10,3.39,3.19,-5.85%,FALSE,483,,,
Mt Holland - Gold,801375,27370,Australia,Gold,KEGR112,1/23/2017,Zinc,Kidman Resources Limited,4351597,Prefeas/Scoping,No,Surface,Extension,KDR-ASX,0.42,0.36,>100,133.58,113.92,-14.72%,FALSE,636,,,
Jaurdi,848025,78421,Australia,Gold,GC02,2/27/2017,Gold,Beacon Minerals Limited,4348499,Target Outline,Yes,Surface,Extension,BCN-ASX,0.02,0.02,>10 - 100,31.03,26.45,-14.75%,FALSE,638,,,
Triumph,795574,51016,Australia,Gold,TDH089,1/17/2017,Gold,Metal Bank Limited,4362686,Target Outline,No,Surface,Extension,MBK-ASX,0.03,0.02,>10 - 100,18.64,15.78,-15.38%,FALSE,646,,,
Battle Mountain Ridge Claims,805313,27600,USA,Gold,#16-2,1/26/2017,Gold,Waseco Resources Inc.,4355285,Reserves Development,No,Surface,Extension,WRI-TVX,0.05,0.05,<10,2.15,2,-7.14%,FALSE,496,,,
Stawell Corridor,794642,67094,Australia,Gold,IAC058,1/16/2017,Gold,Navarre Minerals Limited,4352703,Target Outline,No,Surface,Extension,NML-ASX,0.04,0.03,<10,6.51,5.35,-17.90%,FALSE,675,,,
Jutson Rocks,848137,36532,Australia,Silver,MVRC001,2/27/2017,Gold,Cazaly Resources Limited,4349004,Target Outline,No,Surface,Exploration,CAZ-ASX,0.05,0.05,<10,8.42,7.77,-7.74%,FALSE,509,,,
Nelligan,858727,50892,Canada,Gold,NE-16-49,3/14/2017,Gold,Vanstar Mining Resources Inc.,4355175,Target Outline,Yes,Surface,Extension,VSR-TVX,0.09,0.08,<10,3.26,3.08,-8.29%,FALSE,523,,,
Colchester,797752,30823,Canada,Copper,OE-16-01,1/17/2017,Copper,Vulcan Minerals Inc.,4355263,Target Outline,No,Surface,Extension,VUL-TVX,0.04,0.04,<10,2.45,2.23,-8.97%,FALSE,531,,,
Davyhurst,845238,26359,Australia,Gold,DRC420D,2/22/2017,Gold,Eastern Goldfields Limited,4354674,Feasibility Started,Yes,Underground,Extension,EGS-ASX,0.28,0.23,>100,139.92,113.96,-18.55%,FALSE,680,,,
Lignum Dam,806401,77988,Australia,Gold,KNAC032,1/30/2017,Nickel,Mithril Resources Limited,4352521,Target Outline,Yes,Surface,Extension,MTH-ASX,0,0,<10,2.59,2.11,-18.79%,FALSE,683,,,
Clayton Valley,862749,77553,USA,Lithium,CVZ-24,3/23/2017,Lithium,Noram Ventures Inc.,4363772,Target Outline,No,Surface,Exploration,NRM-TVX,0.04,0.03,<10,5.34,4.83,-9.46%,FALSE,543,,,
Clearwater,839069,49985,Canada,U3O8,CW-16,2/16/2017,Zinc,Uracan Resources Ltd.,4355112,Target Outline,No,Surface,Exploration,URC-TVX,0.05,0.04,<10,5.26,4.72,-10.27%,FALSE,558,,,
Stawell Corridor,843460,67094,Australia,Gold,IAC102,2/20/2017,Gold,Navarre Minerals Limited,4352703,Target Outline,No,Surface,Extension,NML-ASX,0.04,0.04,<10,7.6,6.17,-18.89%,FALSE,686,,,
Bruner,797763,25101,USA,Gold,B1608,1/17/2017,Gold,Canamex Resources Corp.,4348894,Prefeas/Scoping,No,Surface,Infill,CSQ-TVX,0.1,0.09,<10,4.03,3.59,-10.99%,FALSE,572,,,
Lingman Lake,792102,26025,Canada,Gold,87-15,1/11/2017,Gold,Signature Resources Limited,4365926,Reserves Development,No,Surface,Extension,SGU-TVX,0.09,0.08,<10,6.11,5.44,-11.25%,FALSE,577,,,
Ives Find,867535,77535,Australia,Gold,IFRC005,3/29/2017,Gold,Great Western Exploration Limited,4350794,Target Outline,Yes,Surface,Exploration,GTE-ASX,0.01,0.01,<10,6.61,5.52,-19.77%,FALSE,695,,,
Waddikee,863443,55514,Australia,Manganese,HRC005,3/24/2017,Cobalt,Archer Exploration Limited,4348125,Exploration,No,Surface,Exploration,AXE-ASX,0.06,0.05,<10,7.87,6.97,-11.37%,FALSE,579,,,
Burbanks,855050,31083,Australia,Gold,BBRC246,3/14/2017,Gold,Barra Resources Limited,4348465,Prefeas/Scoping,Yes,Surface,Exploration,BAR-ASX,0.07,0.05,>10 - 100,27.75,21.57,-22.81%,FALSE,708,,,
Lac Villebon,805251,77221,Canada,Gold,LV16-003,1/23/2017,Zinc,Aldever Resources Inc.,4347749,Target Outline,No,Surface,Exploration,ALD-TVX,0.06,0.05,<10,1.67,1.48,-11.62%,FALSE,590,,,
Laguna Salada,811819,35032,Argentina,U3O8,749,2/7/2017,U3O8,U3O8 Corp.,4355045,Prefeas/Scoping,No,Surface,Definition,UWE-TSX,0.03,0.03,<10,9.93,8.71,-12.26%,FALSE,602,,,
Swift Katie,814042,56008,Canada,Copper,SK16-011,2/9/2017,Gold,Valterra Resource Corporation,4355170,Target Outline,No,Surface,Exploration,VQA-TVX,0.03,0.03,<10,2.13,1.87,-12.28%,FALSE,603,,,
Citadel,795629,36601,Australia,Gold,16ACC0061,1/16/2017,Copper,Antipa Minerals Limited,4348081,Reserves Development,No,Surface,Extension,AZY-ASX,0.02,0.01,>10 - 100,21.1,16.24,-23.03%,FALSE,709,,,
Thackaringa,865240,30600,Australia,Cobalt,16DM06,3/27/2017,Cobalt,Broken Hill Prospecting Limited,4348767,Prefeas/Scoping,Yes,Surface,Exploration,BPL-ASX,0.03,0.03,<10,4.5,3.92,-12.90%,FALSE,612,,,
Bathurst Camp,868714,27142,Canada,Zinc,TBD 16-40,3/29/2017,Zinc,Bandera Gold Ltd.,4356829,Reserves Development,No,Surface,Exploration,BGL-TVX,0.06,0.05,<10,0.62,0.58,-13.24%,FALSE,616,,,
Shovelnose,796003,39895,Canada,Gold,SN16-07,1/17/2017,Gold,Westhaven Ventures Inc.,4355362,Target Outline,Yes,Surface,Extension,WHN-TVX,0.08,0.07,<10,4.18,3.58,-14.17%,FALSE,630,,,
South Laverton-Carosue Dam,844119,30305,Australia,Gold,KRRD137,2/21/2017,Gold,Saracen Mineral Holdings Limited,4354028,Operating,Yes,In Pit,Extension,SAR-ASX,0.98,0.74,>100,793.96,599.95,-24.44%,FALSE,717,,,
Brik,849882,53869,USA,Gold,BK1602,3/1/2017,Gold,Logan Resources Ltd.,4351886,Target Outline,Yes,Surface,Exploration,LGR-TVX,0.08,0.07,<10,3.4,2.89,-15.02%,FALSE,641,,,
Manindi,861044,32955,Australia,Zinc,MND018,3/21/2017,Lithium,Metals Australia Limited,4352231,Prefeas/Scoping,Yes,Surface,Exploration,MLS-ASX,0.01,0.01,<10,8.11,8.61,-15.13%,FALSE,642,,,
Woodstock,836109,61022,Canada,Manganese,SF-16-04,2/14/2017,Iron Ore,Manganese X Energy Corp.,4354655,Target Outline,No,Surface,Exploration,MN-TVX,0.2,0.16,<10,7.95,6.71,-17.41%,FALSE,668,,,
Thunderbox,843933,31056,Australia,Gold,TBDD0103,2/21/2017,Gold,Saracen Mineral Holdings Limited,4354028,Operating,Yes,Underground,Extension,SAR-ASX,0.98,0.74,>100,793.96,599.95,-24.44%,FALSE,717,,,
Kathleen Valley,860753,27558,Australia,Gold,KVRC0015,3/20/2017,Lithium,Liontown Resources Limited,4351851,Residual Production,Yes,Surface,Extension,LTR-ASX,0.02,0.01,>10 - 100,19.04,13.38,-29.70%,FALSE,739,,,
Wiluna,862594,25640,Australia,Gold,WUDD0003,3/23/2017,Gold,Blackham Resources Limited,4242009,Satellite,No,Surface,Infill,BLK-ASX,0.45,0.28,>100,153.19,93.8,-38.77%,FALSE,751,,,
Ives Find,835086,77535,Australia,Gold,IFRC066,2/15/2017,Gold,Great Western Exploration Limited,4350794,Target Outline,Yes,Surface,Exploration,GTE-ASX,0.02,0.01,>10 - 100,12.3,6.99,-43.79%,FALSE,754,,,
Obalski,860228,77541,Canada,Gold,OB-17-02,3/16/2017,Gold,TomaGold Corporation,4354911,Exploration,Yes,Underground,Extension,LOT-TVX,0.09,0.07,<10,9.46,7.42,-21.52%,FALSE,701,,,
Lake George,813877,67806,Canada,Tungsten,LG-16-02,2/9/2017,Gold,Goldstar Minerals Inc.,4350635,Target Outline,No,Surface,Exploration,GDM-TVX,0.03,0.03,<10,1.61,1.24,-23.25%,FALSE,710,,,
Montalembert,868295,53362,Canada,Gold,D110069,3/30/2017,Gold,Enforcer Gold Corp.,4363503,Exploration,Yes,Surface,Extension,VEIN-TVX,0.19,0.15,<10,7.77,6,-23.41%,FALSE,711,,,
Marshall Lake,792222,27138,Canada,Copper,ML-03,1/11/2017,Copper,Copper Lake Resources Ltd.,4355385,Reserves Development,No,Surface,Extension,CPL-TVX,0.05,0.03,<10,4.27,3.25,-23.93%,FALSE,714,,,
Neita,807873,34207,Dominican Republic,Gold,DCZ 16-46,2/1/2017,Gold,Unigold Inc.,4355070,Reserves Development,Yes,Surface,Extension,UGD-TVX,0.19,0.14,<10,8.76,6.42,-26.75%,FALSE,725,,,
Lumwana West,848760,40182,Zambia,Copper,NYRD046,2/28/2017,Copper,Argonaut Resources N.L.,4348153,Target Outline,Yes,Surface,Extension,ARE-ASX,0.01,0.01,<10,6.88,5.03,-26.83%,FALSE,726,,,
Zoro 1,789247,38100,Canada,Lithium,DDHFAR16-7,1/9/2017,Lithium,Far Resources Ltd.,4359468,Target Outline,Yes,Surface,Exploration,FAT-CNQ,0.07,0.05,<10,3.95,2.87,-27.32%,FALSE,729,,,
Pine Grove,813514,35766,USA,Gold,WL-114,2/9/2017,Gold,Goldcliff Resource Corporation,4350553,Prefeas/Scoping,Yes,Surface,Extension,GCN-TVX,0.2,0.14,<10,3.75,2.71,-27.89%,FALSE,734,,,
Brett,860778,51032,Canada,Gold,2016-2,3/20/2017,Gold,Ximen Mining Corp.,4349936,Target Outline,No,Surface,Extension,XIM-TVX,0.07,0.05,<10,4.91,3.64,-27.92%,FALSE,735,,,
Ashley,802686,77191,Canada,Gold,A011,1/24/2017,Gold,Prosper Gold Corp.,4364788,Target Outline,No,Surface,Exploration,PGX-TVX,0.14,0.1,<10,6.8,4.86,-28.52%,FALSE,738,,,
Juan de Herrera,799336,50976,Dominican Republic,Gold,GR16-11,1/19/2017,Gold,Precipitate Gold Corp.,4364691,Target Outline,No,Surface,Extension,PRG-TVX,0.13,0.09,<10,9.51,6.67,-29.86%,FALSE,740,,,
Bateman Bay,797984,27999,Canada,Copper,BJ-16-16,1/18/2017,Copper,Chibougamau Independent Mines Inc.,4357847,Exploration,Yes,Surface,Exploration,CBG-TVX,0.08,0.05,<10,2.85,1.98,-30.48%,FALSE,741,,,
Ophara,844670,78292,Australia,Cobalt,AORC004,2/22/2017,Cobalt,Alloy Resources Limited,4347923,Target Outline,No,Surface,Exploration,AYR-ASX,0.01,0.01,<10,8.16,5.13,-37.13%,FALSE,747,,,
Homase,805324,37181,Ghana,Gold,16HMDD-0001,1/26/2017,Gold,GoldStone Resources Limited,4350637,Reserves Development,No,Surface,Extension,GRL-AIMLSE,0.03,0.02,<10,2.64,1.66,-37.39%,FALSE,749,,,
Ophara,850320,78292,Australia,Cobalt,AORC002,3/3/2017,Cobalt,Alloy Resources Limited,4347923,Target Outline,No,Surface,Extension,AYR-ASX,0.01,0.01,<10,8.79,5.18,-41.15%,FALSE,753,,,
Yardilla,800003,70359,Australia,Gold,YRDH-003A,1/20/2017,Gold,MRG Metals Limited,4352614,Target Outline,No,Surface,Discovery,MRQ-ASX,0.02,0.01,<10,6.78,3.67,-45.89%,FALSE,755,,,
Hat,849727,52424,Canada,Copper,H027,3/1/2017,Copper,Doubleview Capital Corp.,4358887,Target Outline,Yes,Surface,Extension,DBV-TVX,0.09,0.05,<10,7.35,3.95,-46.30%,FALSE,756,,,
Taylor,806538,26625,Canada,Gold,T450-012,1/30/2017,Gold,Kirkland Lake Gold Ltd.,4318353,Operating,Yes,Underground,Extension,,NA,NA,NA,NA,NA,0.00%,FALSE,350,,,
Khoemacau,848459,36026,Botswana,Copper,HA-1080-D,2/27/2017,Copper,Cupric Canyon Capital LLC,4358541,Feasibility,Yes,Surface,Extension,,NA,NA,NA,NA,NA,0.00%,FALSE,350,,,Private company
South Big Smokey Valley,853272,60416,USA,Lithium,BSH16-01,3/7/2017,Lithium,Metron Capital Corp.,4352246,Exploration,No,Surface,Exploration,,NA,NA,NA,NA,NA,0.00%,FALSE,350,,,Private company
