Property Name ,Interval Identifier ,Property ID ,Country Name ,Primary Commodity ,Hole ID ,Reported Date (mm/dd/yyyy),Primary Interval Commodity ,Reporting Company ,Reporting Company ID ,Stage (At Time of Ann.) ,Significant Interval? Yes/No,Surface or Underground? ,Exploration Purpose ,Exchg,From (Date -1),To (Date + 20),Market Cap Range,"Market Cap ($M) (From, date -1)","Market Cap ($M) (To, date + 20)",Gain,within 21 d?,Rank,Relevant asterisk/ footnote,New Rank,Notes
Timmins,789813,25886,Canada,Gold,910-208,1/9/2017,Gold,Tahoe Resources Inc.,4354697,Operating,No,Underground,Extension,THO-TSX,9.64,8.85,>100,"3,000.94","2,752.40",-8.21%,FALSE,517,,,
Shahuindo,789720,29640,Peru,Gold,SHA-R15-348,1/9/2017,Gold,Tahoe Resources Inc.,4354697,Operating,Yes,Surface,Extension,THO-TSX,9.64,8.85,>100,"3,000.94","2,752.40",-8.21%,FALSE,517,,,
Escobal,790984,37565,Guatemala,Silver,UE16-492,1/9/2017,Silver,Tahoe Resources Inc.,4354697,Operating,Yes,Underground,Extension,THO-TSX,9.64,8.85,>100,"3,000.94","2,752.40",-8.21%,FALSE,517,,,
Gold River,789895,29100,Canada,Gold,TH-16-145A,1/9/2017,Gold,Tahoe Resources Inc.,4354697,Reserves Development,Yes,Surface,Extension,THO-TSX,9.64,8.85,>100,"3,000.94","2,752.40",-8.21%,FALSE,517,,,
Pilgangoora,804418,51956,Australia,Lithium,PLS457,1/25/2017,Lithium,Pilbara Minerals Limited,4364524,Construction Started,Yes,Surface,Extension,PLS-ASX,0.41,0.38,>100,517.24,474.57,-8.44%,FALSE,527,,,
Nullagine,800402,29713,Australia,Gold,DCRD0031,1/23/2017,Gold,Millennium Minerals Limited,4352289,Operating,Yes,Surface,Extension,MOY-ASX,0.2,0.25,>100,159.21,194.73,22.31%,FALSE,99,,,
El Castillo,847607,30516,Mexico,Gold,CI-05,2/23/2017,Gold,Argonaut Gold Inc.,4348750,Operating,Yes,In Pit,Extension,AR-TSX,1.93,1.75,>100,305.87,305.55,-9.68%,FALSE,548,,,
Stibnite,847297,38368,USA,Gold,MGI-17-421,2/23/2017,Gold,Midas Gold Corporation,4352267,Prefeas/Scoping,Yes,In Pit,Extension,MAX-TSX,0.67,0.61,>100,121.49,109.79,-9.70%,FALSE,549,,,
Tuligtic,812546,36703,Mexico,Gold,TU-16-487,2/8/2017,Silver,Almaden Minerals Limited,4347928,Prefeas/Scoping,Yes,Surface,Extension,AMM-TSX,1.25,1.12,>100,110.55,100.4,-10.11%,FALSE,553,,,
Leonora,791290,28500,Australia,Gold,MT16RC009,1/11/2017,Gold,Kin Mining NL,4361760,Feasibility Started,Yes,Surface,Extension,KIN-ASX,0.14,0.17,>10 - 100,16.46,19.55,18.74%,FALSE,117,,,
Yaramoko,808936,36130,Burkina Faso,Gold,YRM-16-DD-434,2/2/2017,Gold,Roxgold Inc.,4353901,Operating,Yes,Surface,Extension,ROXG-TSX,1.21,1.08,>100,448.42,402.58,-10.22%,FALSE,556,,,
Halls Creek,788438,33192,Australia,Gold,PWRC16007,1/5/2017,Gold,Pantoro Limited,4353164,Expansion,No,Surface,Extension,PNR-ASX,0.13,0.15,>10 - 100,97.33,115.2,18.28%,FALSE,120,,,
Cariboo,846909,25889,Canada,Gold,CM-17-002,2/22/2017,Gold,Barkerville Gold Mines Ltd.,4348461,Prefeas/Scoping,No,Surface,Metallurgical,BGM-TVX,0.36,0.33,>100,119.05,106.6,-10.46%,FALSE,562,,,
Railroad-Pinion,813414,27614,USA,Gold,PIN16-04,2/9/2017,Gold,Gold Standard Ventures Corporation,4350544,Reserves Development,Yes,Surface,Extension,GSV-TVX,2.87,2.56,>100,635.93,570.6,-10.72%,FALSE,565,,,
Fire Creek,847774,25182,USA,Gold,FCC-0068,2/24/2017,Gold,Klondex Mines Ltd.,4351640,Operating,Yes,Surface,Extension,KDX-TSX,5.72,5.09,>100,"1,003.04",892.31,-11.04%,FALSE,573,,,
Red Lake,838766,26049,Canada,Gold,D13892,2/15/2017,Gold,Goldcorp Incorporated,4350554,Operating,Yes,Underground,Extension,GG-US,16.62,14.73,>100,"14,190.35","12,576.65",-11.37%,FALSE,580,,,
Penasquito,839618,30578,Mexico,Gold,GPI-270-16,2/15/2017,Gold,Goldcorp Incorporated,4350554,Expansion,Yes,Surface,Extension,GG-US,16.62,14.73,>100,"14,190.35","12,576.65",-11.37%,FALSE,580,,,
Cerro Negro,839383,32883,Argentina,Gold,MDD-16089,2/15/2017,Gold,Goldcorp Incorporated,4350554,Operating,Yes,Underground,Extension,GG-US,16.62,14.73,>100,"14,190.35","12,576.65",-11.37%,FALSE,580,,,
Musselwhite,838955,26088,Canada,Gold,16-PQE-067,2/15/2017,Gold,Goldcorp Incorporated,4350554,Expansion,Yes,Underground,Extension,GG-US,16.62,14.73,>100,"14,190.35","12,576.65",-11.37%,FALSE,580,,,
Porcupine,838995,26167,Canada,Gold,22677,2/15/2017,Gold,Goldcorp Incorporated,4350554,Expansion,Yes,Underground,Extension,GG-US,16.62,14.73,>100,"14,190.35","12,576.65",-11.37%,FALSE,580,,,
Eleonore,839065,33345,Canada,Gold,EST-16-01359,2/15/2017,Gold,Goldcorp Incorporated,4350554,Operating,No,Underground,Infill,GG-US,16.62,14.73,>100,"14,190.35","12,576.65",-11.37%,FALSE,580,,,
Coffee,839194,37018,Canada,Gold,CFR1230,2/15/2017,Gold,Goldcorp Incorporated,4350554,Feasibility Complete,Yes,Surface,Exploration,GG-US,16.62,14.73,>100,"14,190.35","12,576.65",-11.37%,FALSE,580,,,
Borden Lake,839019,38097,Canada,Gold,BL16-1000,2/15/2017,Gold,Goldcorp Incorporated,4350554,Prefeas/Scoping,No,Surface,Extension,GG-US,16.62,14.73,>100,"14,190.35","12,576.65",-11.37%,FALSE,580,,,
Timok,848374,33986,Serbia,Copper,TC160130,2/27/2017,Copper,Nevsun Resources Limited,4352744,Prefeas/Scoping,Yes,Surface,Infill,NSU-TSX,2.71,2.39,>100,817.92,722.61,-11.65%,FALSE,591,,,
Kiaka,825563,36961,Burkina Faso,Gold,NKDD014,2/13/2017,Gold,B2Gold Corporation,4348392,Feasibility,Yes,Surface,Exploration,BTO-TSX,3.4,3,>100,"3,278.90","2,908.29",-11.91%,FALSE,595,,,
Fekola,825583,30048,Mali,Gold,MSR_101,2/13/2017,Gold,B2Gold Corporation,4348392,Construction Started,Yes,Surface,Exploration,BTO-TSX,3.4,3,>100,"3,278.90","2,908.29",-11.91%,FALSE,595,,,
Kakamega,848446,30289,Kenya,Copper,LCD00135,2/27/2017,Gold,Acacia Mining plc,4347816,Reserves Development,Yes,Underground,Extension,ACA-LON,6.69,5.89,>100,"2,742.79","2,414.63",-11.96%,FALSE,597,,,
Mulatos,788754,28640,Mexico,Gold,16YAQ196,1/6/2017,Gold,Alamos Gold Inc.,4347870,Operating,No,Surface,Infill,AGI-TSX,8.61,7.57,>100,"2,299.11","2,023.55",-12.03%,FALSE,599,,,
Ergama,835939,49901,Turkey,Gold,ERD-02,2/14/2017,Gold,Mariana Resources Limited,4352069,Target Outline,Yes,Surface,Exploration,,NA,NA,NA,NA,NA,0.00%,FALSE,350,,,
Salamanca,860697,34950,Spain,U3O8,Z7M-376,3/17/2017,U3O8,Berkeley Energia Limited,4348553,Construction Started,No,Surface,Extension,BKY-ASX,0.69,0.6,>100,174.79,152.79,-12.59%,FALSE,607,,,
3 Aces,860262,38098,Canada,Gold,3A16-082,3/16/2017,Gold,Golden Predator Mining Corp.,4352919,Target Outline,No,Surface,Infill,GPY-TVX,1.2,1.05,>100,109.19,95.63,-12.72%,FALSE,608,,,
Turmalina,812432,27746,Brazil,Gold,FTS-1324,2/8/2017,Gold,Jaguar Mining Inc.,4210540,Operating,Yes,Underground,Extension,JAG-TSX,0.55,0.48,>100,168.08,146.49,-12.84%,FALSE,611,,,
Lamaque,846287,26023,Canada,Gold,TM-17-261,2/22/2017,Gold,Integra Gold Corporation,4351248,Prefeas/Scoping,Yes,Underground,Infill,,NA,NA,NA,NA,NA,0.00%,FALSE,350,,,
Triumph,849210,51016,Australia,Gold,TDH106,3/1/2017,Gold,Metal Bank Limited,4362686,Target Outline,No,Surface,Extension,MBK-ASX,0.02,0.02,>10 - 100,12.6,14.84,17.77%,FALSE,123,,,
Castle Mountain,846925,25452,USA,Gold,CMM-129,2/22/2017,Gold,NewCastle Gold Ltd.,4399786,Prefeas/Scoping,Yes,In Pit,Extension,NCA-TSX,0.59,0.51,>100,108.91,92.81,-14.84%,FALSE,639,,,
Cariboo,815024,25889,Canada,Gold,IM-17-004,2/10/2017,Gold,Barkerville Gold Mines Ltd.,4348461,Prefeas/Scoping,No,Surface,Infill,BGM-TVX,0.37,0.32,>100,121.41,103.55,-14.92%,FALSE,640,,,
Magino,792571,25921,Canada,Gold,MA16-RC-240,1/11/2017,Gold,Argonaut Gold Inc.,4348750,Prefeas/Scoping,Yes,In Pit,Extension,AR-TSX,2.2,1.87,>100,348.57,295.23,-15.30%,FALSE,645,,,
Kupol,843181,32543,Russia,Gold,KP16-1227,2/15/2017,Gold,Kinross Gold Corporation,4094180,Operating,Yes,Surface,Extension,K-TSX,3.94,3.27,>100,"4,906.17","4,076.15",-16.92%,FALSE,656,,,
Dvoinoye,843242,30812,Russia,Gold,Z1-16-26,2/15/2017,Gold,Kinross Gold Corporation,4094180,Satellite,Yes,Surface,Infill,K-TSX,3.94,3.27,>100,"4,906.17","4,076.15",-16.92%,FALSE,656,,,
Bald Mountain,842757,25315,USA,Gold,T16-002,2/15/2017,Gold,Kinross Gold Corporation,4094180,Operating,Yes,Surface,Condemnation,K-TSX,3.94,3.27,>100,"4,906.17","4,076.15",-16.92%,FALSE,656,,,
Kettle River-Buckhorn,843081,26463,USA,Gold,K5-16-14,2/15/2017,Gold,Kinross Gold Corporation,4094180,Operating,Yes,Underground,Extension,K-TSX,3.94,3.27,>100,"4,906.17","4,076.15",-16.92%,FALSE,656,,,
Tasiast,843279,31196,Mauritania,Gold,TA14718RC,2/15/2017,Gold,Kinross Gold Corporation,4094180,Expansion,Yes,Surface,Definition,K-TSX,3.94,3.27,>100,"4,906.17","4,076.15",-16.92%,FALSE,656,,,
Chirano,843292,29638,Ghana,Gold,CHRC2446D,2/15/2017,Gold,Kinross Gold Corporation,4094180,Operating,Yes,Underground,Extension,K-TSX,3.94,3.27,>100,"4,906.17","4,076.15",-16.92%,FALSE,656,,,
Fort Knox,842930,27229,USA,Gold,FFC16-1519,2/15/2017,Gold,Kinross Gold Corporation,4094180,Operating,Yes,In Pit,Definition,K-TSX,3.94,3.27,>100,"4,906.17","4,076.15",-16.92%,FALSE,656,,,
3 Aces,839140,38098,Canada,Gold,3A16-068,2/16/2017,Gold,Golden Predator Mining Corp.,4352919,Advanced Exploration,Yes,Surface,Extension,GPY-TVX,1.41,1.17,>100,113.14,94.33,-16.98%,FALSE,663,,,
Tireo,868855,33600,Dominican Republic,Gold,TIR-16-12,3/30/2017,Gold,GoldQuest Mining Corporation,4350623,Prefeas/Scoping,No,Surface,Extension,GQC-TVX,0.4,0.33,>100,100.52,83.09,-17.34%,FALSE,667,,,
Juanicipio,834860,31198,Mexico,Silver,VM6,2/14/2017,Gold,MAG Silver Corporation,4351977,Construction Started,Yes,Underground,Extension,MAG-TSX,16.15,13.34,>100,"1,303.15","1,075.78",-17.45%,FALSE,671,,,
Jaguar,836221,25751,Australia,Zinc,16TMDD011,2/16/2017,Zinc,Independence Group NL,4351204,Operating,Yes,Surface,Extension,IGO-ASX,3.33,2.74,>100,"1,951.76","1,606.37",-17.70%,FALSE,673,,,
East Kundana,807089,30995,Australia,Gold,KWRB16056,1/31/2017,Gold,Rand Mining Limited,4353639,Operating,No,Surface,Exploration,RND-ASX,1.32,1.54,>10 - 100,79.57,92.4,16.13%,FALSE,134,,,
Hermosa,834963,24881,USA,Silver,HDS-413,2/14/2017,Zinc,Arizona Mining Inc.,4355390,Prefeas/Scoping,Yes,Surface,Infill,AZ-TSX,2.24,1.81,>100,559.03,452.56,-19.05%,FALSE,687,,,
Botswana,868510,38696,Botswana,Copper,MO-G-64D,3/30/2017,Copper,MOD Resources Limited,4352535,Prefeas/Scoping,No,Surface,Extension,MOD-ASX,0.06,0.05,>100,120.04,96.68,-19.47%,FALSE,691,,,
Sabodala,848319,26785,Senegal,Gold,MDD17-242,2/27/2017,Gold,Teranga Gold Corporation,4354784,Operating,Yes,Surface,Extension,TGZ-TSX,3.82,3.07,>100,409.64,329.22,-19.63%,FALSE,693,,,
Saramacca,835136,53412,Suriname,Gold,SMDD16-053,2/13/2017,Gold,IAMGOLD Corporation,4351155,Exploration,Yes,Surface,Exploration,IMG-TSX,4.85,3.79,>100,"2,200.64","1,747.76",-21.87%,FALSE,703,,,
El Limon-Guajes,825079,30934,Mexico,Gold,SST-15,2/13/2017,Gold,Torex Gold Resources Inc.,4354930,Operating,Yes,In Pit,Extension,TXG-TSX,24.17,18.85,>100,"1,925.58","1,503.24",-22.02%,FALSE,704,,,
Horse Well,794721,29609,Australia,Gold,HWAC1144,1/16/2017,Gold,Alloy Resources Limited,4347923,Reserves Development,No,Surface,Extension,AYR-ASX,0.01,0.01,<10,5.8,6.69,15.46%,FALSE,139,,,
Beta Hunt,796798,32824,Australia,Gold,WF16-016,1/18/2017,Gold,RNC Minerals,4353909,Operating,Yes,Surface,Extension,RNX-TSX,0.21,0.25,>10 - 100,59.18,68.23,15.28%,FALSE,141,,,
Wodgina,846026,78512,Australia,Lithium,WLRC0037,2/17/2017,Lithium,Mineral Resources Limited,4352438,Reserves Development,Yes,Surface,Exploration,MIN-ASX,10.42,7.76,>100,"1,949.71","1,450.54",-25.60%,FALSE,720,,,
Canadian Malartic,874765,28334,Canada,Gold,ODY14-2492,2/16/2017,Gold,Yamana Gold Inc.,4355508,Operating,Yes,Underground,Extension,YRI-TSX,3.35,2.49,>100,"3,172.22","2,358.49",-25.65%,FALSE,721,,,
Hermosa,844701,24881,USA,Silver,HDS-408,2/21/2017,Zinc,Arizona Mining Inc.,4355390,Prefeas/Scoping,Yes,Surface,Infill,AZ-TSX,2.3,1.71,>100,574.89,426.7,-25.78%,FALSE,722,,,
Minera Florida,835573,33735,Chile,Gold,CLDFDH0018,2/14/2017,Gold,Yamana Gold Inc.,4355508,Operating,Yes,Surface,Exploration,YRI-TSX,3.49,2.53,>100,"3,304.61","2,398.05",-27.43%,FALSE,730,,,
Gualcamayo,835634,30224,Argentina,Gold,16QDR-1012,2/14/2017,Gold,Yamana Gold Inc.,4355508,Operating,Yes,In Pit,Exploration,YRI-TSX,3.49,2.53,>100,"3,304.61","2,398.05",-27.43%,FALSE,730,,,
Chapada,835686,29357,Brazil,Copper,NM-191,2/14/2017,Copper,Yamana Gold Inc.,4355508,Expansion,No,In Pit,Infill,YRI-TSX,3.49,2.53,>100,"3,304.61","2,398.05",-27.43%,FALSE,730,,,
El Penon,835504,29297,Chile,Gold,UER0121,2/14/2017,Gold,Yamana Gold Inc.,4355508,Operating,No,Surface,Infill,YRI-TSX,3.49,2.53,>100,"3,304.61","2,398.05",-27.43%,FALSE,730,,,
Turner River Gold,791576,32897,Australia,Gold,BGRC149,1/11/2017,Gold,De Grey Mining Limited,4349666,Reserves Development,Yes,Surface,Extension,DEG-ASX,0.03,0.04,<10,5.88,6.71,14.10%,FALSE,145,,,
Barsele,813503,28075,Sweden,Gold,SKI16013,2/9/2017,Gold,Barsele Minerals Corp.,4428746,Reserves Development,Yes,Surface,Exploration,BME-TVX,1.12,0.67,>100,119.84,71.92,-39.99%,FALSE,752,,,
Zulu,807151,41737,Zimbabwe,Lithium,ZDD-10,1/31/2017,Lithium,Premier African Minerals Limited,4350306,Target Outline,Yes,Surface,Extension,PREM-AIMLSE,0,0.01,>10 - 100,11.13,39.74,165.74%,FALSE,1,,1,No duplicates in the top ten. All other results came afterward. 
Dalgaranga,789770,29405,Australia,Gold,DGRC237,1/10/2017,Gold,Gascoyne Resources Limited,4350345,Feasibility Complete,No,Surface,Extension,GCY-ASX,0.39,0.44,>10 - 100,99.71,113.27,13.60%,FALSE,150,,,
Nullagine,802883,29713,Australia,Gold,FMX1314,1/25/2017,Gold,Millennium Minerals Limited,4352289,Operating,Yes,Surface,Extension,MOY-ASX,0.22,0.25,>100,171.83,194.3,13.08%,FALSE,155,,,
3 Aces,799903,38098,Canada,Gold,3A16-032,1/19/2017,Gold,Golden Predator Mining Corp.,4352919,Advanced Exploration,Yes,Surface,Extension,GPY-TVX,0.58,1.22,>10 - 100,44.58,93.26,109.18%,FALSE,7,,4,
San Matias,792004,41158,Colombia,Copper,ACD033,1/11/2017,Copper,Cordoba Minerals Corporation,4358399,Reserves Development,Yes,Surface,Extension,CDB-TVX,0.56,1.14,>10 - 100,47.41,96.16,102.86%,FALSE,9,,5,"One other result in the top ten, the 1/23/2017 result was removed as a duplicate."
Cinovec,809364,40307,Czech Republic,Lithium,CIW-22,2/3/2017,Lithium,European Metals Holdings Limited,4553386,Prefeas/Scoping,Yes,Surface,Infill,EMH-ASX,0.51,0.86,>10 - 100,65.63,111.95,70.56%,FALSE,10,"Trades as depositary receipt, trading symbol & exchange does not flow in automatically. Manually computed market cap",6,"7 days after the drill result was reported, there was another result reported from the same property (gain of35.76%). "
Feysville,807085,32713,Australia,Gold,FVA067,1/31/2017,Gold,Anglo Australian Resources NL,4348058,Target Outline,Yes,Surface,Exploration,AAR-ASX,0.01,0.02,<10,3.07,3.46,12.90%,FALSE,157,,,
Juma East,848837,65469,Brazil,Gold,JED-006,2/28/2017,Gold,BBX Minerals Limited,4356894,Target Outline,Yes,Surface,Metallurgical,BBX-ASX,0.04,0.06,>10 - 100,11.82,19.58,65.71%,FALSE,15,,8,
San Matias,801736,41158,Colombia,Copper,ACD036,1/23/2017,Gold,Cordoba Minerals Corporation,4358399,Reserves Development,Yes,Surface,Discovery,CDB-TVX,0.7,1.14,>10 - 100,59.01,96.41,63.38%,FALSE,16,,,"One other result in the top ten, the higher ranking result from 1/11/2017 result was retained."
Botswana,851121,38696,Botswana,Copper,MO-G-65D,3/6/2017,Copper,MOD Resources Limited,4352535,Prefeas/Scoping,Yes,Surface,Extension,MOD-ASX,0.04,0.07,>10 - 100,66.54,123.71,62.27%,FALSE,17,,9,
Balama,808581,70713,Mozambique,Graphite,MORC-004,2/1/2017,Graphite,Mustang Resources Limited,4655704,Target Outline,Yes,Surface,Exploration,MUS-ASX,0.05,0.07,>10 - 100,17.89,28.9,61.51%,FALSE,18,,10,"No other results in the top ten, all results came after the reported date."
Dandoko,850568,50800,Mali,Gold,RCDK017-098,3/3/2017,Gold,Oklo Resources Limited,4353029,Target Outline,Yes,Surface,Extension,OKU-ASX,0.15,0.24,>10 - 100,36.58,59.04,61.42%,FALSE,19,,,
Ayawilca,851532,49885,Peru,Zinc,A17-56,3/6/2017,Zinc,Tinka Resources Limited,4354881,Reserves Development,Yes,Surface,Exploration,TK-TVX,0.25,0.4,>10 - 100,50.42,81.18,61.01%,FALSE,20,,,
Thorburn Lake,788512,78268,Canada,U3O8,TBN16-19,1/5/2017,U3O8,IsoEnergy Limited,4835455,Exploration,No,Surface,Exploration,ISO-TVX,0.68,1.06,>10 - 100,27.8,43.61,56.84%,FALSE,22,,,
Orenada,873533,25882,Canada,Gold,OAX-17-090,3/29/2017,Gold,Alexandria Minerals Corporation,4347896,Prefeas/Scoping,Yes,Surface,Extension,AZX-TVX,0.04,0.06,>10 - 100,17.89,30.17,54.71%,FALSE,23,,,
Lac la Hache,862833,31535,Canada,Copper,G1601,3/22/2017,Copper,Engold Mines Ltd.,4350900,Reserves Development,No,Surface,Extension,EGM-TVX,0.28,0.42,>10 - 100,49.08,75.54,51.03%,FALSE,28,,,
Valentine Lake,805234,28192,Canada,Gold,MA-17-159,1/25/2017,Gold,Marathon Gold Corporation,4352057,Reserves Development,No,Surface,Infill,MOZ-TSX,0.58,0.84,>10 - 100,68.17,99.33,45.71%,FALSE,29,,,
Leonora,795032,28500,Australia,Gold,MT16RC034,1/17/2017,Gold,Kin Mining NL,4361760,Feasibility Started,Yes,Surface,Extension,KIN-ASX,0.14,0.16,>10 - 100,16.25,18.34,12.87%,FALSE,158,,,
Gladiator,807299,38121,Canada,Gold,BA-17-01,1/31/2017,Gold,Bonterra Resources Inc.,4348659,Reserves Development,Yes,Surface,Extension,BTR-TVX,0.19,0.26,>10 - 100,16.97,24.03,40.62%,FALSE,32,,,
Boorara,849466,30049,Australia,Gold,BORC173,3/1/2017,Gold,MacPhersons Resources Limited,4351965,Feasibility Started,No,Surface,Extension,MRP-ASX,0.18,0.21,>10 - 100,58.54,66.08,12.86%,FALSE,161,,,
San Matias,790285,41158,Colombia,Copper,ACD001,1/5/2017,Copper,Cordoba Minerals Corporation,4358399,Reserves Development,Yes,Surface,Extension,CDB-TVX,0.64,0.89,>10 - 100,54.1,75.62,39.78%,FALSE,36,,,
Valentine Lake,788838,28192,Canada,Gold,MA-15-109 Ext,1/9/2017,Gold,Marathon Gold Corporation,4352057,Reserves Development,Yes,Surface,Extension,MOZ-TSX,0.43,0.6,>10 - 100,50.93,71.07,39.48%,FALSE,38,,,
Lac Tetepisca,800156,64915,Canada,Graphite,LT-16-31,1/20/2017,Graphite,Focus Graphite Inc.,4350234,Target Outline,Yes,Surface,Extension,FMS-TVX,0.06,0.08,>10 - 100,10.49,14.62,39.45%,FALSE,39,,,
KSK,796127,38884,Indonesia,Copper,BKM32600-03,1/17/2017,Copper,Asiamet Resources Limited,4228843,Feasibility Started,No,Surface,Infill,ARS-AIMLSE,0.03,0.05,>10 - 100,23.98,32.68,36.27%,FALSE,42,,,
Biricu,792203,74703,Mexico,Gold,GV2015-014,1/10/2017,Gold,Minaurum Gold Inc.,4352313,Target Outline,No,Surface,Exploration,MGG-TVX,0.08,0.1,>10 - 100,14.86,20.24,36.26%,FALSE,43,,,
Cinovec,814185,40307,Czech Republic,Lithium,CIW-25,2/10/2017,Lithium,European Metals Holdings Limited,4553386,Prefeas/Scoping,Yes,Surface,Infill,EMH-ASX,0.63,0.85,>10 - 100,80.91,109.84,35.76%,FALSE,44,,,"Trades as depositary receipt, trading symbol & exchange does not flow in automatically. Manually computed market cap"
Gold Springs,791654,24781,USA,Gold,E-16-005,1/11/2017,Gold,TriMetals Mining Inc.,4354444,Prefeas/Scoping,Yes,Surface,Extension,TMI-TSX,0.16,0.22,>10 - 100,44.28,54.23,35.24%,FALSE,46,,,
Moss,806456,30221,USA,Gold,WW-16,1/30/2017,Gold,Northern Vertex Mining Corp.,4352920,Construction Planned,No,In Pit,Extension,NEE-TVX,0.34,0.46,>10 - 100,34.15,46.1,34.98%,FALSE,47,,,
Jaurdi,865157,78421,Australia,Gold,GC02,3/10/2017,Gold,Beacon Minerals Limited,4348499,Reserves Development,Yes,Surface,Extension,BCN-ASX,0.01,0.02,>10 - 100,22.5,25.25,12.24%,FALSE,169,,,
May Mac,795671,39281,Canada,Gold,MU16-01,1/17/2017,Gold,Golden Dawn Minerals Inc.,4350570,Target Outline,No,Underground,Extension,GOM-TVX,0.18,0.24,>10 - 100,16.96,23,32.10%,FALSE,54,,,
Kempfield,843452,30551,Australia,Silver,AKDD195,2/20/2017,Gold,Argent Minerals Limited,4348141,Feasibility Started,No,Surface,Extension,ARD-ASX,0.03,0.04,>10 - 100,10.24,13.33,30.27%,FALSE,58,,,
Tireo,791025,33600,Dominican Republic,Gold,TIR-16-09,1/10/2017,Gold,GoldQuest Mining Corporation,4350623,Prefeas/Scoping,Yes,Surface,Extension,GQC-TVX,0.23,0.31,>10 - 100,50.61,65.91,30.23%,FALSE,60,,,
Valentine Lake,795099,28192,Canada,Gold,MA-16-154,1/16/2017,Gold,Marathon Gold Corporation,4352057,Reserves Development,Yes,Surface,Extension,MOZ-TSX,0.5,0.65,>10 - 100,59.34,77.18,30.02%,FALSE,61,,,
Dandoko,858918,50800,Mali,Gold,M3T7905DB,3/15/2017,Gold,Oklo Resources Limited,4353029,Target Outline,No,Surface,Infill,OKU-ASX,0.15,0.2,>10 - 100,36.57,47.41,29.64%,FALSE,63,,,
Clarence Stream,793132,31842,Canada,Gold,CS16-343,1/12/2017,Gold,Galway Metals Inc.,4379683,Reserves Development,Yes,Surface,Extension,GWM-TVX,0.25,0.32,>10 - 100,14.67,18.96,28.71%,FALSE,68,,,
Coolgardie,788789,26684,Australia,Gold,PGCL0056,1/9/2017,Gold,Primary Gold Limited,4353445,Feasibility Started,No,Surface,Infill,PGO-ASX,0.05,0.06,>10 - 100,23.5,26.3,11.92%,FALSE,176,,,
Martiniere,801702,30724,Canada,Gold,MDE-16-246B,1/23/2017,Gold,Balmoral Resources Ltd.,4348424,Target Outline,Yes,Surface,Extension,BAR-TSX,0.56,0.71,>10 - 100,69.67,89.29,28.16%,FALSE,71,,,
North Bullfrog,811809,25256,USA,Gold,NB-16-320,2/7/2017,Gold,Corvus Gold Inc.,4349548,Prefeas/Scoping,No,Surface,Infill,KOR-TSX,0.49,0.63,>10 - 100,45.71,58.53,28.04%,FALSE,72,,,
Cerro Las Minitas,799303,38741,Mexico,Silver,16CLM-091,1/19/2017,Zinc,Southern Silver Exploration Corporation,4354471,Reserves Development,Yes,Surface,Extension,SSV-TVX,0.33,0.42,>10 - 100,26.98,35.13,27.09%,FALSE,74,,,
Martiniere,791929,30724,Canada,Gold,MDE-16-236,1/11/2017,Gold,Balmoral Resources Ltd.,4348424,Target Outline,Yes,Surface,Extension,BAR-TSX,0.54,0.68,>10 - 100,67.48,84.84,25.71%,FALSE,79,,,
La Quintera,860722,60951,Mexico,Silver,101198,3/16/2017,Silver,Minaurum Gold Inc.,4352313,Exploration,No,Surface,Exploration,MGG-TVX,0.18,0.22,>10 - 100,35.47,44.47,25.35%,FALSE,81,,,
Royal Mines of Zacualpan,801673,34011,Mexico,Silver,UG4-06,1/23/2017,Silver,IMPACT Silver Corp.,4351188,Operating,Yes,Underground,Extension,IPT-TVX,0.5,0.63,>10 - 100,43.01,53.68,24.80%,FALSE,85,,,
Namdini,846861,51169,Ghana,Gold,NMDD062,2/21/2017,Gold,Cardinal Resources Limited,4353801,Reserves Development,Yes,Surface,Extension,CDV-ASX,0.28,0.35,>10 - 100,85.23,106.01,24.38%,FALSE,87,,,
Ancuabe,807411,65823,Mozambique,Graphite,IVC031,2/2/2017,Graphite,Triton Minerals Limited,4367118,Prefeas/Scoping,No,Surface,Extension,TON-ASX,0.05,0.06,>10 - 100,32.34,39.92,23.45%,FALSE,90,,,
Lake Roe,801765,76396,Australia,Gold,BBRC0142,1/24/2017,Gold,Breaker Resources NL,4357258,Target Outline,Yes,Surface,Extension,BRB-ASX,0.38,0.42,>10 - 100,49.4,55.28,10.88%,FALSE,186,,,
Duketon,807170,29079,Australia,Nickel,DKRC0051,2/1/2017,Gold,Duketon Mining Limited,4389593,Reserves Development,Yes,Surface,Extension,DKM-ASX,0.11,0.13,>10 - 100,10.97,13.45,22.57%,FALSE,97,,,
Tuligtic,798045,36703,Mexico,Gold,TU-16-486,1/18/2017,Silver,Almaden Minerals Limited,4347928,Prefeas/Scoping,Yes,Surface,Extension,AMM-TSX,1.02,1.25,>10 - 100,87.71,110.55,22.46%,FALSE,98,,,
Francoeur,797986,26099,Canada,Gold,FS-16-35,1/18/2017,Gold,Globex Mining Enterprises Inc.,4161391,Closed,Yes,Surface,Exploration,GMX-TSX,0.34,0.42,>10 - 100,16.81,20.41,21.39%,FALSE,100,,,
Thalanga,795795,25699,Australia,Zinc,TH698,1/17/2017,Zinc,Red River Resources Limited,4353695,Preproduction,No,Surface,Infill,RVR-ASX,0.16,0.2,>10 - 100,77.25,93.3,20.69%,FALSE,102,,,
